transaccion_id;fecha;categoria;monto;;;;;;;
TX1090413;2024-04-30;cancelada;300.56;;;;;;;
TX2688964;2024-04-30;correcta;405.11;;;;;;;
TX7585280;2024-04-30;correcta;497.63;;;;;;;
TX1319620;2024-04-30;incompleta;224.69;;;;;;;
TX2763822;2024-04-30;correcta;360.8;;;;;;;
TX5404334;2024-04-30;correcta;494.57;;;;;;;
TX8403090;2024-04-30;correcta;477.28;;;;;;;
TX2510865;2024-04-30;cancelada;103.88;;;;;;;
TX6896576;2024-04-30;correcta;368.9;;;;;;;
TX9522703;2024-04-30;correcta;108.66;;;;;;;
TX2226851;2024-04-30;cancelada;168.22;;;;;;;
TX3040511;2024-04-30;incompleta;17.32;;;;;;;
TX4590736;2024-04-30;correcta;372.35;;;;;;;
TX3054424;2024-04-30;cancelada;102.6;;;;;;;
TX1853350;2024-04-30;incompleta;299.88;;;;;;;
TX3745670;2024-04-30;incompleta;301.65;;;;;;;
TX1843703;2024-04-30;incompleta;307.57;;;;;;;
TX2833095;2024-04-30;correcta;259.45;;;;;;;
TX5465711;2024-04-30;incompleta;392.76;;;;;;;
TX5092845;2024-04-30;correcta;34.31;;;;;;;
TX4027683;2024-04-30;incompleta;464.14;;;;;;;
TX1509106;2024-05-01;cancelada;499.25;;;;;;;
TX9736005;2024-05-01;cancelada;14.55;;;;;;;
TX6677968;2024-05-01;correcta;182.67;;;;;;;
TX7024633;2024-05-01;correcta;174.71;;;;;;;
TX4752893;2024-05-01;correcta;350.61;;;;;;;
TX8244393;2024-05-01;correcta;451.76;;;;;;;
TX6553520;2024-05-01;cancelada;461.22;;;;;;;
TX3522332;2024-05-01;cancelada;345.54;;;;;;;
TX1618062;2024-05-01;correcta;365.7;;;;;;;
TX3534664;2024-05-01;correcta;294.93;;;;;;;
TX2018028;2024-05-01;correcta;101.01;;;;;;;
TX3651348;2024-05-01;correcta;283.99;;;;;;;
TX2232492;2024-05-01;correcta;406.98;;;;;;;
TX7270499;2024-05-01;cancelada;145.05;;;;;;;
TX9567018;2024-05-01;correcta;124.19;;;;;;;
TX8423400;2024-05-01;incompleta;165.64;;;;;;;
TX2219703;2024-05-01;correcta;282.77;;;;;;;
TX5343977;2024-05-01;correcta;111.6;;;;;;;
TX1470046;2024-05-01;correcta;317.6;;;;;;;
TX6184978;2024-05-01;correcta;52.55;;;;;;;
TX2408636;2024-05-01;correcta;335.36;;;;;;;
TX7511380;2024-05-01;cancelada;296.67;;;;;;;
TX9799435;2024-05-01;correcta;417.74;;;;;;;
TX5706330;2024-05-01;cancelada;356.44;;;;;;;
TX6251438;2024-05-01;cancelada;12.27;;;;;;;
TX2841313;2024-05-01;correcta;153.74;;;;;;;
TX9400666;2024-05-01;correcta;355.35;;;;;;;
TX7451234;2024-05-01;correcta;279.64;;;;;;;
TX8603979;2024-05-01;cancelada;31.04;;;;;;;
TX6506101;2024-05-01;correcta;23.32;;;;;;;
TX2439869;2024-05-01;incompleta;208.05;;;;;;;
TX8350296;2024-05-01;cancelada;437.49;;;;;;;
TX6619866;2024-05-01;correcta;13.79;;;;;;;
TX5310871;2024-05-01;correcta;394.6;;;;;;;
TX1015573;2024-05-01;correcta;427.26;;;;;;;
TX4778434;2024-05-01;correcta;461.72;;;;;;;
TX1433397;2024-05-01;incompleta;104.58;;;;;;;
TX7904617;2024-05-01;correcta;230.01;;;;;;;
TX5735061;2024-05-01;incompleta;122.29;;;;;;;
TX2394170;2024-05-01;cancelada;186.94;;;;;;;
TX3459987;2024-05-01;correcta;244.86;;;;;;;
TX8178245;2024-05-01;correcta;474.78;;;;;;;
TX8708310;2024-05-01;correcta;176.94;;;;;;;
TX9386526;2024-05-01;correcta;232.6;;;;;;;
TX6667518;2024-05-01;correcta;436.04;;;;;;;
TX5542728;2024-05-01;correcta;52.23;;;;;;;
TX9648128;2024-05-01;correcta;151.24;;;;;;;
TX1943108;2024-05-01;correcta;363.79;;;;;;;
TX3335454;2024-05-01;cancelada;167.91;;;;;;;
TX1947350;2024-05-01;cancelada;477.9;;;;;;;
TX4944950;2024-05-01;correcta;67.29;;;;;;;
TX6374694;2024-05-01;correcta;271.44;;;;;;;
TX9012497;2024-05-01;incompleta;417.5;;;;;;;
TX7531388;2024-05-01;correcta;437.79;;;;;;;
TX6595273;2024-05-01;incompleta;273.26;;;;;;;
TX7292289;2024-05-01;cancelada;138.42;;;;;;;
TX2353440;2024-05-01;correcta;98.95;;;;;;;
TX5542063;2024-05-01;correcta;405.04;;;;;;;
TX4527406;2024-05-01;cancelada;399.84;;;;;;;
TX1798746;2024-05-01;cancelada;267.87;;;;;;;
TX5375535;2024-05-01;correcta;350.35;;;;;;;
TX4229439;2024-05-01;correcta;462.02;;;;;;;
TX7384347;2024-05-02;cancelada;464.25;;;;;;;
TX6722072;2024-05-02;cancelada;225.73;;;;;;;
TX4229217;2024-05-02;correcta;286.21;;;;;;;
TX4880102;2024-05-02;correcta;343.43;;;;;;;
TX6548137;2024-05-02;correcta;292.06;;;;;;;
TX8859841;2024-05-02;cancelada;194.28;;;;;;;
TX4735520;2024-05-02;correcta;321.08;;;;;;;
TX5121577;2024-05-02;correcta;390.09;;;;;;;
TX5826968;2024-05-02;incompleta;267.93;;;;;;;
TX8445141;2024-05-02;incompleta;326.44;;;;;;;
TX7725537;2024-05-02;cancelada;274.44;;;;;;;
TX4345733;2024-05-02;incompleta;494.14;;;;;;;
TX2864884;2024-05-02;incompleta;338.26;;;;;;;
TX6733150;2024-05-02;correcta;219.83;;;;;;;
TX5406353;2024-05-02;correcta;153.32;;;;;;;
TX6770022;2024-05-02;correcta;173.48;;;;;;;
TX6959341;2024-05-02;correcta;426.59;;;;;;;
TX7744151;2024-05-02;correcta;312.64;;;;;;;
TX5407563;2024-05-02;cancelada;408.75;;;;;;;
TX7743588;2024-05-02;correcta;152.62;;;;;;;
TX4981420;2024-05-02;correcta;131.87;;;;;;;
TX9405061;2024-05-02;correcta;460.85;;;;;;;
TX7928175;2024-05-02;cancelada;276.52;;;;;;;
TX9114562;2024-05-02;correcta;143.99;;;;;;;
TX3003279;2024-05-02;correcta;492.47;;;;;;;
TX7438592;2024-05-02;correcta;69.74;;;;;;;
TX5176991;2024-05-02;correcta;354.14;;;;;;;
TX7207235;2024-05-02;correcta;85.27;;;;;;;
TX2892222;2024-05-02;cancelada;469.65;;;;;;;
TX5116149;2024-05-02;incompleta;107.19;;;;;;;
TX9100043;2024-05-02;cancelada;84.18;;;;;;;
TX6136956;2024-05-02;cancelada;287.48;;;;;;;
TX7991872;2024-05-02;correcta;37.39;;;;;;;
TX3919353;2024-05-02;correcta;194.23;;;;;;;
TX2299018;2024-05-02;correcta;399.69;;;;;;;
TX6354373;2024-05-02;correcta;103;;;;;;;
TX3839668;2024-05-02;correcta;113.57;;;;;;;
TX8332805;2024-05-02;cancelada;388.23;;;;;;;
TX2981842;2024-05-02;correcta;389.08;;;;;;;
TX8614299;2024-05-02;correcta;122.7;;;;;;;
TX8222202;2024-05-02;incompleta;319.69;;;;;;;
TX5050542;2024-05-02;incompleta;153.16;;;;;;;
TX1905386;2024-05-02;cancelada;13.62;;;;;;;
TX6589347;2024-05-02;correcta;443.28;;;;;;;
TX7388019;2024-05-02;correcta;25.61;;;;;;;
TX5891349;2024-05-02;correcta;416.86;;;;;;;
TX6174006;2024-05-02;correcta;392.01;;;;;;;
TX7264748;2024-05-02;correcta;421.46;;;;;;;
TX5340960;2024-05-02;correcta;466.73;;;;;;;
TX6833744;2024-05-02;incompleta;183.69;;;;;;;
TX4282060;2024-05-02;correcta;490.3;;;;;;;
TX6210578;2024-05-02;correcta;240.86;;;;;;;
TX6615429;2024-05-02;correcta;30.69;;;;;;;
TX8964829;2024-05-02;correcta;473.9;;;;;;;
TX6641464;2024-05-02;correcta;33.07;;;;;;;
TX2116429;2024-05-02;correcta;44.44;;;;;;;
TX1966762;2024-05-02;cancelada;127.71;;;;;;;
TX3992957;2024-05-02;incompleta;180.01;;;;;;;
TX2086417;2024-05-02;correcta;464.52;;;;;;;
TX2393327;2024-05-02;incompleta;47.48;;;;;;;
TX3416281;2024-05-02;incompleta;252.76;;;;;;;
TX9336359;2024-05-02;cancelada;116.99;;;;;;;
TX5535479;2024-05-02;correcta;441.76;;;;;;;
TX2449287;2024-05-02;correcta;92.73;;;;;;;
TX3827854;2024-05-02;correcta;212.15;;;;;;;
TX6274399;2024-05-02;incompleta;351.28;;;;;;;
TX4381928;2024-05-02;cancelada;413.59;;;;;;;
TX7342116;2024-05-02;correcta;299.81;;;;;;;
TX9698931;2024-05-02;cancelada;242.27;;;;;;;
TX2055515;2024-05-02;correcta;312.04;;;;;;;
TX1712838;2024-05-02;cancelada;275.6;;;;;;;
TX4555387;2024-05-02;correcta;404.43;;;;;;;
TX2325032;2024-05-02;cancelada;72.47;;;;;;;
TX8312298;2024-05-02;correcta;345.28;;;;;;;
TX7444981;2024-05-02;correcta;360.32;;;;;;;
TX5215082;2024-05-02;correcta;40.1;;;;;;;
TX8975406;2024-05-02;correcta;144.89;;;;;;;
TX1440505;2024-05-02;cancelada;134.56;;;;;;;
TX9357868;2024-05-02;correcta;220.18;;;;;;;
TX9250813;2024-05-02;cancelada;172;;;;;;;
TX1856279;2024-05-02;correcta;393.94;;;;;;;
TX7591359;2024-05-02;correcta;237.7;;;;;;;
TX3435248;2024-05-02;correcta;449.22;;;;;;;
TX5810884;2024-05-02;incompleta;317.45;;;;;;;
TX1600275;2024-05-02;correcta;116.2;;;;;;;
TX1984881;2024-05-02;correcta;78.18;;;;;;;
TX5052787;2024-05-02;correcta;331.86;;;;;;;
TX4639514;2024-05-02;cancelada;337.67;;;;;;;
TX4915342;2024-05-02;correcta;198.33;;;;;;;
TX3154399;2024-05-02;correcta;183.48;;;;;;;
TX9602550;2024-05-03;correcta;203.32;;;;;;;
TX6776479;2024-05-03;correcta;215.9;;;;;;;
TX7933225;2024-05-03;incompleta;129.75;;;;;;;
TX7137052;2024-05-03;correcta;282.84;;;;;;;
TX3523963;2024-05-03;correcta;498.38;;;;;;;
TX7472477;2024-05-03;correcta;159.29;;;;;;;
TX5059232;2024-05-03;correcta;491.68;;;;;;;
TX3376842;2024-05-03;correcta;288.15;;;;;;;
TX8656393;2024-05-03;correcta;372.47;;;;;;;
TX6755336;2024-05-03;correcta;262.37;;;;;;;
TX9491982;2024-05-03;incompleta;78.48;;;;;;;
TX1814242;2024-05-03;correcta;289.1;;;;;;;
TX3906182;2024-05-03;cancelada;475.54;;;;;;;
TX4815542;2024-05-03;correcta;55.16;;;;;;;
TX3239231;2024-05-03;correcta;236.54;;;;;;;
TX5615089;2024-05-03;correcta;348.76;;;;;;;
TX8009058;2024-05-03;incompleta;226.25;;;;;;;
TX1385208;2024-05-03;cancelada;297.21;;;;;;;
TX3499041;2024-05-03;correcta;487.59;;;;;;;
TX6212161;2024-05-03;correcta;450.05;;;;;;;
TX2652501;2024-05-03;cancelada;385.34;;;;;;;
TX6680593;2024-05-03;cancelada;263.76;;;;;;;
TX6550674;2024-05-03;correcta;183.48;;;;;;;
TX1530993;2024-05-03;cancelada;456.64;;;;;;;
TX4706617;2024-05-03;incompleta;403.33;;;;;;;
TX7485201;2024-05-03;cancelada;71;;;;;;;
TX5514206;2024-05-03;correcta;118.29;;;;;;;
TX6113250;2024-05-03;cancelada;43.61;;;;;;;
TX5296096;2024-05-03;correcta;483.2;;;;;;;
TX7044254;2024-05-03;incompleta;11.65;;;;;;;
TX2877141;2024-05-03;correcta;361.25;;;;;;;
TX4840661;2024-05-03;cancelada;171.81;;;;;;;
TX3534667;2024-05-03;correcta;166.77;;;;;;;
TX8828315;2024-05-03;cancelada;107.92;;;;;;;
TX7129113;2024-05-03;cancelada;490.04;;;;;;;
TX4040961;2024-05-03;correcta;265.58;;;;;;;
TX7081784;2024-05-03;correcta;401.86;;;;;;;
TX7991764;2024-05-03;correcta;215.97;;;;;;;
TX4000156;2024-05-03;correcta;474.41;;;;;;;
TX1943850;2024-05-03;correcta;415.8;;;;;;;
TX2339514;2024-05-03;correcta;376.85;;;;;;;
TX6206009;2024-05-03;correcta;386.84;;;;;;;
TX9345728;2024-05-03;correcta;326.05;;;;;;;
TX2210529;2024-05-03;correcta;389.97;;;;;;;
TX2019859;2024-05-03;correcta;236.22;;;;;;;
TX2900559;2024-05-03;correcta;113.95;;;;;;;
TX4006148;2024-05-03;cancelada;471.27;;;;;;;
TX5633161;2024-05-03;cancelada;28.31;;;;;;;
TX8511414;2024-05-03;correcta;291.68;;;;;;;
TX7903040;2024-05-03;correcta;37.4;;;;;;;
TX7554981;2024-05-03;correcta;291.49;;;;;;;
TX5686651;2024-05-03;correcta;381.93;;;;;;;
TX1137296;2024-05-03;correcta;185.76;;;;;;;
TX7384076;2024-05-03;cancelada;286.47;;;;;;;
TX8138120;2024-05-03;correcta;455.75;;;;;;;
TX4587792;2024-05-04;correcta;485.52;;;;;;;
TX8602238;2024-05-04;correcta;217.79;;;;;;;
TX9406038;2024-05-04;correcta;476.54;;;;;;;
TX1377984;2024-05-04;correcta;278.45;;;;;;;
TX8971103;2024-05-04;correcta;120.61;;;;;;;
TX2498868;2024-05-04;cancelada;23.21;;;;;;;
TX1198879;2024-05-04;correcta;262.49;;;;;;;
TX1640316;2024-05-04;cancelada;181.08;;;;;;;
TX3779354;2024-05-04;correcta;258.69;;;;;;;
TX4322706;2024-05-04;correcta;234.96;;;;;;;
TX2299364;2024-05-04;correcta;18.98;;;;;;;
TX4750186;2024-05-04;correcta;417.61;;;;;;;
TX8700086;2024-05-04;correcta;315.5;;;;;;;
TX5532314;2024-05-04;correcta;497.97;;;;;;;
TX7613296;2024-05-04;cancelada;460.54;;;;;;;
TX6543926;2024-05-04;incompleta;97.23;;;;;;;
TX8933952;2024-05-04;correcta;286.29;;;;;;;
TX4149116;2024-05-04;correcta;443.48;;;;;;;
TX6276446;2024-05-04;correcta;316.9;;;;;;;
TX2482262;2024-05-04;correcta;88.12;;;;;;;
TX8347681;2024-05-04;correcta;189.71;;;;;;;
TX7522693;2024-05-04;cancelada;471.92;;;;;;;
TX4943319;2024-05-04;correcta;86.58;;;;;;;
TX4040770;2024-05-04;correcta;352.59;;;;;;;
TX1588465;2024-05-04;correcta;483.3;;;;;;;
TX5722104;2024-05-04;correcta;312.59;;;;;;;
TX9449113;2024-05-04;incompleta;223.1;;;;;;;
TX7973757;2024-05-04;correcta;307.56;;;;;;;
TX7436083;2024-05-04;cancelada;102.27;;;;;;;
TX8130426;2024-05-04;cancelada;205.25;;;;;;;
TX6765731;2024-05-04;correcta;374.57;;;;;;;
TX1403883;2024-05-04;correcta;222.96;;;;;;;
TX9707054;2024-05-04;correcta;50.89;;;;;;;
TX4963928;2024-05-04;correcta;45.75;;;;;;;
TX4383547;2024-05-04;correcta;350.14;;;;;;;
TX2366247;2024-05-04;correcta;449.94;;;;;;;
TX3286411;2024-05-04;cancelada;118.21;;;;;;;
TX9949268;2024-05-04;correcta;327.52;;;;;;;
TX2756351;2024-05-04;correcta;69.06;;;;;;;
TX7843697;2024-05-04;correcta;386.26;;;;;;;
TX8664045;2024-05-04;cancelada;211.28;;;;;;;
TX2439856;2024-05-04;incompleta;258.85;;;;;;;
TX1957967;2024-05-04;cancelada;393.13;;;;;;;
TX9348182;2024-05-04;cancelada;82.44;;;;;;;
TX1814780;2024-05-04;correcta;179.16;;;;;;;
TX3772877;2024-05-04;correcta;252.75;;;;;;;
TX6938496;2024-05-04;correcta;198.81;;;;;;;
TX8747945;2024-05-04;correcta;301.54;;;;;;;
TX4887787;2024-05-04;correcta;209.27;;;;;;;
TX3495313;2024-05-04;correcta;397.44;;;;;;;
TX2461555;2024-05-04;correcta;247.26;;;;;;;
TX3338649;2024-05-04;correcta;128.41;;;;;;;
TX7157382;2024-05-04;correcta;220.78;;;;;;;
TX4723427;2024-05-04;incompleta;406.87;;;;;;;
TX5080409;2024-05-04;correcta;262.45;;;;;;;
TX4758659;2024-05-04;correcta;181.74;;;;;;;
TX9925388;2024-05-04;correcta;292.14;;;;;;;
TX6190376;2024-05-04;correcta;390.46;;;;;;;
TX7065888;2024-05-05;correcta;75.58;;;;;;;
TX4122235;2024-05-05;cancelada;127.03;;;;;;;
TX2105274;2024-05-05;correcta;54.17;;;;;;;
TX9444718;2024-05-05;cancelada;317.28;;;;;;;
TX2815364;2024-05-05;cancelada;478.17;;;;;;;
TX9324071;2024-05-05;correcta;352.57;;;;;;;
TX9253678;2024-05-05;correcta;144.5;;;;;;;
TX4128912;2024-05-05;correcta;128.58;;;;;;;
TX7982049;2024-05-05;correcta;38.32;;;;;;;
TX4745385;2024-05-05;correcta;397.52;;;;;;;
TX1083026;2024-05-05;correcta;224.5;;;;;;;
TX7062402;2024-05-05;cancelada;55.32;;;;;;;
TX5267471;2024-05-05;correcta;229.37;;;;;;;
TX9673594;2024-05-05;correcta;267.05;;;;;;;
TX9723855;2024-05-05;cancelada;287.14;;;;;;;
TX9772042;2024-05-05;correcta;422.13;;;;;;;
TX2198479;2024-05-05;cancelada;283.75;;;;;;;
TX8101955;2024-05-05;correcta;338.09;;;;;;;
TX6972256;2024-05-05;correcta;29.15;;;;;;;
TX9595466;2024-05-05;correcta;235.11;;;;;;;
TX1738130;2024-05-05;cancelada;114.76;;;;;;;
TX3987141;2024-05-05;correcta;366.78;;;;;;;
TX3667458;2024-05-05;cancelada;257.78;;;;;;;
TX5957390;2024-05-05;correcta;87.58;;;;;;;
TX4411964;2024-05-05;cancelada;348.45;;;;;;;
TX4616112;2024-05-05;correcta;405.53;;;;;;;
TX3591824;2024-05-05;correcta;340.27;;;;;;;
TX4148894;2024-05-05;cancelada;391.26;;;;;;;
TX3204122;2024-05-05;correcta;80.39;;;;;;;
TX6066289;2024-05-05;correcta;144.12;;;;;;;
TX2583535;2024-05-05;correcta;340.49;;;;;;;
TX3169140;2024-05-05;cancelada;434.05;;;;;;;
TX2487139;2024-05-05;correcta;232.19;;;;;;;
TX7433890;2024-05-05;cancelada;112.62;;;;;;;
TX2814070;2024-05-05;correcta;169.47;;;;;;;
TX8310063;2024-05-05;correcta;481.07;;;;;;;
TX6909022;2024-05-05;correcta;263.48;;;;;;;
TX4892152;2024-05-05;cancelada;68.8;;;;;;;
TX5753300;2024-05-05;correcta;100.11;;;;;;;
TX8238269;2024-05-05;correcta;164.96;;;;;;;
TX8147978;2024-05-05;correcta;314.52;;;;;;;
TX8420381;2024-05-05;correcta;111.31;;;;;;;
TX6333476;2024-05-05;cancelada;195.74;;;;;;;
TX5149581;2024-05-05;correcta;67.77;;;;;;;
TX5155089;2024-05-05;incompleta;383.99;;;;;;;
TX9589462;2024-05-05;correcta;118.3;;;;;;;
TX6604322;2024-05-05;correcta;81.45;;;;;;;
TX9873174;2024-05-05;correcta;360.31;;;;;;;
TX9171138;2024-05-05;correcta;156.71;;;;;;;
TX4679543;2024-05-05;correcta;301.12;;;;;;;
TX3640320;2024-05-05;correcta;304.7;;;;;;;
TX2762460;2024-05-05;cancelada;277.73;;;;;;;
TX3868386;2024-05-05;correcta;191.66;;;;;;;
TX3276614;2024-05-05;correcta;140.31;;;;;;;
TX5241844;2024-05-06;correcta;125;;;;;;;
TX4053413;2024-05-06;cancelada;491.15;;;;;;;
TX1969084;2024-05-06;correcta;117.89;;;;;;;
TX7408342;2024-05-06;correcta;187.93;;;;;;;
TX4076774;2024-05-06;cancelada;142.32;;;;;;;
TX4359617;2024-05-06;correcta;277.59;;;;;;;
TX8980818;2024-05-06;correcta;184.44;;;;;;;
TX2269784;2024-05-06;incompleta;26.33;;;;;;;
TX2365331;2024-05-06;cancelada;113.12;;;;;;;
TX1985752;2024-05-06;cancelada;149.25;;;;;;;
TX7737522;2024-05-06;correcta;260.13;;;;;;;
TX1098059;2024-05-06;correcta;481.57;;;;;;;
TX4918851;2024-05-06;cancelada;13.18;;;;;;;
TX8128836;2024-05-06;correcta;128.56;;;;;;;
TX1479821;2024-05-06;correcta;391.29;;;;;;;
TX6071581;2024-05-06;correcta;289.49;;;;;;;
TX4590905;2024-05-06;cancelada;237.26;;;;;;;
TX2784640;2024-05-06;correcta;35.32;;;;;;;
TX1603713;2024-05-06;correcta;400.93;;;;;;;
TX6505180;2024-05-06;correcta;315.81;;;;;;;
TX9760076;2024-05-06;correcta;116.46;;;;;;;
TX3120545;2024-05-06;correcta;336.59;;;;;;;
TX7729912;2024-05-06;cancelada;181.56;;;;;;;
TX9649857;2024-05-06;correcta;21.69;;;;;;;
TX1821575;2024-05-06;cancelada;478.71;;;;;;;
TX7533081;2024-05-06;correcta;139.33;;;;;;;
TX9892464;2024-05-06;correcta;170.8;;;;;;;
TX1344629;2024-05-06;cancelada;490.85;;;;;;;
TX8625459;2024-05-06;correcta;86.01;;;;;;;
TX2644100;2024-05-06;correcta;35.14;;;;;;;
TX9115065;2024-05-06;correcta;328.05;;;;;;;
TX7902712;2024-05-06;correcta;398.52;;;;;;;
TX1720195;2024-05-06;cancelada;326.17;;;;;;;
TX5463997;2024-05-06;cancelada;133.28;;;;;;;
TX7774600;2024-05-06;correcta;165.52;;;;;;;
TX8738413;2024-05-06;cancelada;71.41;;;;;;;
TX3298497;2024-05-06;correcta;142.66;;;;;;;
TX4325849;2024-05-06;cancelada;471.63;;;;;;;
TX8531325;2024-05-06;correcta;51.67;;;;;;;
TX1794127;2024-05-06;correcta;104.2;;;;;;;
TX3243216;2024-05-06;correcta;432.97;;;;;;;
TX9923809;2024-05-06;correcta;266.7;;;;;;;
TX8153928;2024-05-06;correcta;460.42;;;;;;;
TX1800422;2024-05-06;correcta;16.91;;;;;;;
TX1914096;2024-05-06;cancelada;485.22;;;;;;;
TX6620973;2024-05-06;correcta;471.47;;;;;;;
TX6981266;2024-05-06;correcta;168.11;;;;;;;
TX6281121;2024-05-06;correcta;80.38;;;;;;;
TX2378881;2024-05-06;correcta;410.49;;;;;;;
TX1687240;2024-05-06;correcta;349.9;;;;;;;
TX6039661;2024-05-06;correcta;48.24;;;;;;;
TX7579664;2024-05-06;incompleta;291.5;;;;;;;
TX8658534;2024-05-06;correcta;426;;;;;;;
TX7444437;2024-05-06;correcta;326.11;;;;;;;
TX3007195;2024-05-06;correcta;473.24;;;;;;;
TX2106956;2024-05-06;correcta;485.35;;;;;;;
TX5572847;2024-05-06;correcta;251.4;;;;;;;
TX1233209;2024-05-06;correcta;271.58;;;;;;;
TX6950278;2024-05-06;correcta;306.71;;;;;;;
TX1755424;2024-05-06;correcta;357.24;;;;;;;
TX3319867;2024-05-06;incompleta;274.54;;;;;;;
TX7157719;2024-05-06;cancelada;138.76;;;;;;;
TX4890650;2024-05-06;correcta;89.61;;;;;;;
TX7601105;2024-05-06;incompleta;298.98;;;;;;;
TX8719620;2024-05-06;correcta;32.25;;;;;;;
TX5045069;2024-05-06;correcta;476.86;;;;;;;
TX1171400;2024-05-06;correcta;303.48;;;;;;;
TX4445802;2024-05-06;correcta;97.9;;;;;;;
TX7521716;2024-05-06;correcta;299.84;;;;;;;
TX7892603;2024-05-06;correcta;281.77;;;;;;;
TX4391295;2024-05-06;correcta;103.44;;;;;;;
TX1392187;2024-05-06;correcta;73.06;;;;;;;
TX1275873;2024-05-06;correcta;229.79;;;;;;;
TX5795733;2024-05-06;correcta;144.74;;;;;;;
TX7695338;2024-05-06;correcta;120.26;;;;;;;
TX5907191;2024-05-06;correcta;127.77;;;;;;;
TX7724020;2024-05-06;correcta;53.69;;;;;;;
TX2631772;2024-05-06;incompleta;276.19;;;;;;;
TX5273189;2024-05-06;correcta;291.06;;;;;;;
TX2035953;2024-05-06;correcta;403.29;;;;;;;
TX4288330;2024-05-06;incompleta;184.25;;;;;;;
TX2988584;2024-05-06;correcta;81.31;;;;;;;
TX1043449;2024-05-07;correcta;224.68;;;;;;;
TX6430562;2024-05-07;correcta;330.85;;;;;;;
TX9157824;2024-05-07;correcta;333.33;;;;;;;
TX3716660;2024-05-07;correcta;173.9;;;;;;;
TX4168770;2024-05-07;incompleta;401.05;;;;;;;
TX2672155;2024-05-07;incompleta;118.96;;;;;;;
TX3867847;2024-05-07;correcta;321.44;;;;;;;
TX4399882;2024-05-07;cancelada;311.98;;;;;;;
TX9745777;2024-05-07;correcta;471.46;;;;;;;
TX6350329;2024-05-07;correcta;385.06;;;;;;;
TX4762843;2024-05-07;incompleta;183.21;;;;;;;
TX1134114;2024-05-07;correcta;134.89;;;;;;;
TX8508763;2024-05-07;incompleta;315.7;;;;;;;
TX2623920;2024-05-07;cancelada;160.39;;;;;;;
TX5599950;2024-05-07;incompleta;346.08;;;;;;;
TX2404862;2024-05-07;correcta;313.51;;;;;;;
TX7088975;2024-05-07;correcta;211.75;;;;;;;
TX4584039;2024-05-07;correcta;50.3;;;;;;;
TX1218734;2024-05-07;cancelada;394.03;;;;;;;
TX7926359;2024-05-07;correcta;108.91;;;;;;;
TX5966400;2024-05-07;correcta;146.43;;;;;;;
TX5677633;2024-05-07;correcta;495.04;;;;;;;
TX7010832;2024-05-07;correcta;32.1;;;;;;;
TX7950954;2024-05-07;correcta;302.93;;;;;;;
TX6352998;2024-05-07;correcta;142.01;;;;;;;
TX3319988;2024-05-07;correcta;189.97;;;;;;;
TX2023091;2024-05-07;correcta;220.04;;;;;;;
TX6307998;2024-05-07;correcta;273.59;;;;;;;
TX8695307;2024-05-07;cancelada;238.31;;;;;;;
TX5976351;2024-05-07;correcta;66.39;;;;;;;
TX2309608;2024-05-07;incompleta;124.2;;;;;;;
TX5642954;2024-05-07;incompleta;463.07;;;;;;;
TX8853863;2024-05-07;correcta;403.5;;;;;;;
TX2105421;2024-05-07;cancelada;228.74;;;;;;;
TX8144415;2024-05-07;cancelada;337.12;;;;;;;
TX9382661;2024-05-07;incompleta;31.92;;;;;;;
TX1117484;2024-05-07;correcta;166.6;;;;;;;
TX2737553;2024-05-07;correcta;358.53;;;;;;;
TX3169381;2024-05-07;incompleta;261.24;;;;;;;
TX7346101;2024-05-07;correcta;85.4;;;;;;;
TX6209676;2024-05-07;incompleta;401.11;;;;;;;
TX1351431;2024-05-07;correcta;62.92;;;;;;;
TX7644545;2024-05-07;correcta;180.68;;;;;;;
TX7468368;2024-05-07;cancelada;111.08;;;;;;;
TX7190897;2024-05-07;correcta;203.38;;;;;;;
TX3773674;2024-05-07;incompleta;367.66;;;;;;;
TX6548974;2024-05-07;correcta;311.87;;;;;;;
TX5741707;2024-05-07;cancelada;116.27;;;;;;;
TX2822883;2024-05-07;correcta;376.48;;;;;;;
TX3842173;2024-05-07;correcta;120.83;;;;;;;
TX7435224;2024-05-07;cancelada;151.26;;;;;;;
TX7789120;2024-05-07;correcta;257.53;;;;;;;
TX7016590;2024-05-07;correcta;257.89;;;;;;;
TX3549837;2024-05-07;correcta;396.11;;;;;;;
TX9727360;2024-05-07;cancelada;273.91;;;;;;;
TX3003590;2024-05-07;incompleta;15.91;;;;;;;
TX1747849;2024-05-07;correcta;50.56;;;;;;;
TX1090423;2024-05-07;correcta;136.58;;;;;;;
TX7583653;2024-05-07;correcta;343.75;;;;;;;
TX4632796;2024-05-07;correcta;388.46;;;;;;;
TX1424011;2024-05-07;correcta;380.51;;;;;;;
TX9097998;2024-05-07;cancelada;214.69;;;;;;;
TX6631629;2024-05-07;correcta;169.13;;;;;;;
TX9869213;2024-05-07;cancelada;483.78;;;;;;;
TX1337897;2024-05-07;correcta;424.62;;;;;;;
TX6684317;2024-05-07;cancelada;185.45;;;;;;;
TX4008681;2024-05-07;correcta;261.2;;;;;;;
TX3000257;2024-05-07;correcta;287.12;;;;;;;
TX8080302;2024-05-07;correcta;157.93;;;;;;;
TX5079606;2024-05-07;correcta;73.45;;;;;;;
TX3559861;2024-05-07;correcta;468.58;;;;;;;
